Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Family_Income,Teacher_Quality,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Exam_Score,Tutoring_Sessions_Group
14,72,1,2,0,9,53,1,1,1,1,0,3,0,2,2,65,4
27,79,1,0,1,5,58,2,1,1,1,1,1,0,2,0,68,2
14,78,1,2,1,8,85,1,1,0,1,0,4,0,0,2,66,2
30,88,1,1,1,6,62,2,1,0,1,2,5,0,1,0,73,4
18,85,0,1,1,10,89,1,1,2,1,2,3,0,0,2,68,1
30,86,1,2,0,4,85,2,1,1,1,1,5,1,2,0,72,2
24,89,1,1,1,5,87,1,0,2,1,1,0,0,0,2,70,3
19,72,1,1,1,5,85,2,1,0,1,1,4,0,1,2,66,1
17,73,0,1,1,5,85,2,1,1,1,2,1,0,1,2,66,3
18,78,0,0,1,8,77,1,1,1,2,1,4,0,1,2,66,2
23,72,2,0,1,10,84,0,1,0,1,0,2,0,0,1,65,2
20,99,2,0,1,9,76,2,1,0,1,1,5,0,1,0,71,2
16,93,0,1,1,7,60,1,1,1,1,2,1,0,0,1,66,1
19,67,1,0,0,7,61,2,1,1,1,1,4,0,1,1,63,1
20,60,1,1,1,6,70,1,1,0,1,1,3,1,2,2,63,2
7,62,2,1,1,8,51,0,1,1,0,2,3,0,1,1,58,0
23,70,1,2,0,7,94,0,1,1,2,1,3,0,0,2,68,3
14,65,2,1,0,7,63,1,1,0,1,1,3,0,0,1,61,2
13,81,1,2,0,6,53,0,1,0,1,2,4,0,0,2,65,2
10,94,2,0,0,5,71,1,1,2,1,2,3,0,0,1,67,1
9,89,0,2,1,7,91,1,1,2,0,1,3,0,2,2,67,1
12,69,2,0,0,7,70,1,1,1,1,2,4,0,0,2,62,1
16,76,1,2,1,6,63,2,1,0,1,2,1,0,0,2,86,0
32,80,2,1,0,6,77,0,1,1,1,1,5,0,1,2,71,0
17,92,1,1,1,8,79,1,1,0,1,2,3,0,2,2,70,1
21,94,1,1,0,8,88,1,1,1,1,2,3,0,1,2,71,1
22,96,2,0,0,10,90,2,1,0,1,1,3,1,1,1,71,2
21,80,2,2,1,9,85,0,1,2,1,0,3,0,1,2,70,1
20,88,1,2,1,5,50,1,0,0,1,1,5,0,0,1,67,2
13,64,1,0,1,7,50,2,1,1,0,2,4,0,0,2,60,0
29,83,2,2,0,5,99,1,1,1,2,1,4,0,1,2,73,0
31,70,2,0,1,4,63,2,1,1,1,1,2,1,0,2,67,1
10,77,0,2,1,10,64,2,1,0,1,0,3,1,1,2,62,1
14,85,1,2,0,9,87,2,1,1,1,0,3,0,1,2,67,0
18,70,2,0,0,6,79,1,1,1,2,2,2,0,1,2,65,1
14,62,1,1,0,9,73,1,1,0,1,1,6,0,0,2,61,1
23,60,2,1,1,9,56,0,0,0,1,0,4,0,0,1,61,0
16,61,2,1,0,4,54,0,1,0,1,1,2,0,0,2,60,1
33,60,2,2,0,8,85,0,1,0,0,0,3,0,0,2,68,4
27,64,2,1,1,6,56,0,1,0,2,1,5,0,1,1,65,0
21,70,2,2,1,8,72,0,1,1,0,1,1,0,2,1,67,3
26,69,2,0,0,10,87,0,1,1,0,2,2,0,2,2,67,2
27,99,2,1,0,9,96,0,1,2,1,2,2,0,1,1,74,0
17,72,0,1,0,7,94,0,1,1,1,2,2,0,0,0,64,4
15,65,1,2,1,9,93,0,1,0,0,1,3,0,1,2,64,2
20,82,1,0,1,4,68,1,1,0,2,1,3,0,0,2,67,2
25,94,2,2,0,8,96,2,1,1,1,0,3,1,0,0,74,6
21,87,1,1,1,8,84,2,1,0,0,2,2,0,1,2,69,1
11,72,0,1,0,8,94,2,1,0,0,2,2,0,0,2,62,1
15,82,1,1,1,6,54,1,1,1,1,2,2,0,1,2,66,1
20,89,2,2,1,8,52,0,1,1,1,0,3,0,1,1,69,2
20,89,2,1,1,8,71,1,1,1,1,0,1,0,2,0,68,1
32,87,2,1,1,4,91,1,1,2,1,1,2,0,0,1,74,2
12,95,1,1,0,7,70,1,1,1,2,2,3,0,0,0,68,4
23,95,1,1,1,6,94,2,1,1,1,1,3,0,0,2,73,2
29,83,1,0,0,8,62,0,1,2,1,0,5,0,1,2,70,4
34,77,1,2,0,9,52,1,1,1,1,1,4,0,0,1,69,0
18,86,1,1,1,6,88,1,1,1,2,1,2,0,1,0,68,2
23,93,1,2,0,5,81,2,1,0,1,0,1,0,1,2,71,2
23,60,0,1,0,7,72,0,1,2,1,1,2,0,1,2,64,3
21,100,1,1,0,5,92,0,1,0,0,2,3,1,2,2,71,3
19,67,1,1,0,7,91,1,1,0,2,1,3,0,0,2,65,1
23,79,0,1,1,7,66,2,1,2,1,2,3,0,2,2,68,1
5,95,1,2,1,8,92,0,1,0,2,1,2,0,1,2,67,1
24,69,1,2,1,7,67,1,1,1,2,0,4,0,2,0,67,2
21,79,1,0,1,7,81,0,1,1,1,1,4,0,0,2,67,2
19,65,1,2,1,9,60,0,1,0,1,1,3,0,2,1,63,1
32,76,1,1,0,7,63,1,1,1,0,2,3,0,0,2,68,0
16,67,2,2,1,6,72,1,1,0,2,2,3,0,2,2,66,1
18,75,1,1,1,7,66,2,1,2,2,2,4,0,0,2,67,1
32,75,1,0,1,6,56,1,1,1,1,1,2,0,1,1,68,3
15,100,2,1,1,5,74,1,1,2,1,1,3,0,2,2,72,2
17,100,1,1,0,5,76,0,1,0,2,1,3,0,2,1,70,3
19,65,0,2,0,9,58,0,1,1,1,0,4,0,0,1,62,3
25,89,1,0,1,6,59,1,1,0,1,1,2,0,1,2,69,2
21,62,1,0,1,7,51,0,1,0,1,2,4,0,0,2,61,0
12,61,1,0,1,7,52,0,1,0,1,2,2,0,0,1,58,2
17,64,0,1,0,7,68,1,1,1,1,1,3,0,0,2,63,5
16,99,2,1,0,9,57,2,0,1,1,2,3,0,1,2,71,4
20,98,0,1,1,7,96,0,0,0,2,2,3,0,1,2,70,1
23,68,2,1,0,6,60,1,1,0,1,1,3,0,0,2,64,1
23,66,2,0,0,6,53,0,1,1,1,2,1,0,1,0,63,2
9,70,2,1,1,8,70,0,1,1,1,2,3,0,1,2,63,1
26,81,2,0,0,8,60,2,1,0,2,2,5,0,2,2,71,2
22,83,0,2,1,8,53,1,0,0,0,0,2,0,2,2,65,0
28,69,2,2,0,7,88,0,1,0,1,1,2,0,0,1,68,2
23,90,1,2,1,5,78,2,0,1,1,1,3,0,0,1,70,1
27,72,2,2,1,8,53,1,1,1,0,1,3,0,0,0,68,3
23,97,1,2,0,7,73,1,0,0,1,0,1,0,0,1,69,3
28,86,1,1,1,7,52,1,1,1,1,2,5,0,1,2,70,0
23,77,2,1,0,5,68,0,1,2,2,2,3,1,0,2,67,0
19,92,0,2,1,6,68,1,1,1,1,1,2,0,0,2,69,2
34,93,0,1,0,6,91,0,1,2,1,1,3,0,0,1,73,2
25,72,1,1,1,8,87,0,1,1,0,2,3,0,2,1,68,3
23,74,2,1,0,8,95,1,1,0,1,0,2,0,1,0,67,2
12,97,1,2,1,7,57,0,1,0,1,2,4,0,1,1,67,0
12,67,1,2,1,8,77,1,1,0,2,2,3,0,1,2,64,2
22,62,2,1,0,9,51,1,1,0,1,1,2,0,0,2,63,2
21,78,0,2,0,8,91,1,0,1,0,0,5,0,2,2,67,1
16,92,1,2,1,8,68,1,1,1,2,2,2,0,0,2,70,1
21,91,2,1,1,6,53,2,1,1,1,2,3,0,2,2,71,1
30,97,1,2,1,6,66,2,1,1,1,1,2,0,1,2,74,1
24,81,1,2,1,9,64,2,1,2,0,2,3,0,0,2,70,2
13,64,0,0,0,6,88,1,1,1,1,1,2,0,1,1,59,1
19,84,0,1,1,8,56,1,1,0,1,1,3,1,0,2,64,0
15,91,0,1,0,10,78,0,1,1,2,1,3,0,0,2,67,2
18,64,1,1,1,8,90,1,1,0,1,1,3,0,0,2,63,1
18,67,0,2,1,7,87,1,1,0,0,2,2,0,1,2,66,5
17,60,1,1,1,5,97,1,1,1,1,0,4,0,1,0,62,1
12,84,0,1,0,7,50,1,1,2,2,1,3,0,0,2,65,3
19,95,2,2,1,9,68,1,1,2,1,2,4,0,1,0,73,3
17,87,2,2,1,7,68,2,1,1,2,2,2,0,0,2,70,1
2,99,1,0,1,9,52,0,1,1,1,1,4,0,0,2,62,0
32,63,1,2,0,8,91,1,0,2,0,2,5,1,0,2,68,2
27,96,2,0,1,7,84,1,1,2,1,1,3,0,1,2,74,1
18,93,1,1,0,7,76,0,1,1,1,1,4,0,0,2,96,2
20,73,2,2,0,5,70,2,1,0,2,0,2,0,0,1,66,1
13,99,0,2,1,6,95,1,0,0,1,2,4,0,2,2,69,0
30,72,2,2,1,6,63,1,1,0,1,1,3,0,2,2,70,1
31,96,1,0,1,8,67,1,1,1,1,1,3,0,1,2,73,2
21,95,0,0,0,7,98,0,1,0,2,2,2,0,0,2,69,1
26,90,2,2,1,9,53,1,1,0,1,1,4,0,0,0,71,1
21,83,2,0,1,7,89,0,0,0,0,1,2,0,1,1,65,0
12,65,1,0,1,6,86,1,1,1,1,2,3,0,2,2,62,1
18,81,2,2,0,6,95,0,1,1,1,2,3,0,0,2,69,1
21,74,0,1,0,6,55,2,1,0,1,2,2,0,1,2,65,3
17,92,1,1,0,7,99,1,1,1,1,1,2,0,1,0,68,1
19,90,0,0,1,6,51,2,1,0,1,0,3,1,2,2,65,1
19,96,1,2,1,5,67,1,1,2,1,1,1,0,0,1,72,4
20,61,2,2,1,9,54,1,1,2,1,2,4,0,2,2,67,2
20,92,1,0,0,7,53,1,1,1,2,2,2,0,1,0,68,2
14,98,0,1,0,7,98,1,0,1,2,2,3,0,0,2,68,0
16,92,1,1,0,6,86,0,0,1,1,1,3,1,1,2,66,2
12,65,1,2,1,5,75,2,1,2,1,0,2,0,0,1,62,0
26,63,1,1,1,7,55,1,1,1,2,1,4,0,0,0,65,2
7,61,0,2,1,4,76,2,1,1,1,2,5,0,0,0,60,1
27,85,2,1,1,8,66,1,1,0,2,1,4,1,0,1,70,2
28,85,1,1,1,6,64,0,1,0,1,1,1,0,0,1,68,1
18,99,1,2,1,7,81,0,1,1,1,1,3,0,2,2,72,1
4,76,1,1,1,8,90,1,1,2,1,2,2,0,0,1,63,2
18,73,1,2,1,7,72,0,1,1,1,1,1,1,0,1,63,1
20,85,0,1,1,5,75,0,1,1,1,1,2,0,1,2,67,1
14,93,1,0,1,9,83,0,1,1,1,1,2,0,2,2,68,4
17,97,1,1,0,5,56,0,1,2,1,2,3,0,0,2,69,2
29,92,2,1,1,4,91,0,1,2,2,1,4,0,0,2,75,1
24,77,0,1,0,8,92,2,1,2,1,1,3,0,0,1,67,0
14,85,2,2,1,5,77,1,1,0,2,2,3,0,0,2,69,2
10,94,0,1,0,9,59,0,1,1,1,2,2,0,2,2,65,0
18,80,0,2,1,8,75,1,0,1,1,0,4,0,0,2,65,2
19,69,1,1,1,7,55,0,1,0,1,2,4,0,1,2,63,1
23,67,0,1,0,6,88,1,1,1,1,1,4,0,0,2,65,2
17,60,1,0,0,6,66,1,1,0,1,2,2,0,0,0,58,0
23,89,2,2,1,6,66,0,1,0,2,2,3,0,0,1,70,0
32,64,0,0,1,6,97,1,1,1,0,1,5,0,1,1,66,1
25,70,1,0,0,9,71,1,0,0,1,0,2,0,1,2,63,2
20,72,1,0,1,6,89,0,1,0,1,0,3,0,0,0,62,1
19,82,1,1,1,8,82,2,1,1,1,2,3,0,1,1,69,2
18,76,1,1,0,9,66,2,1,2,2,2,3,0,0,2,66,1
27,87,2,0,0,6,56,1,1,0,2,1,2,0,0,1,68,0
16,62,0,1,1,8,90,0,1,2,1,1,2,0,2,0,62,2
20,65,2,1,0,6,88,1,1,1,2,0,4,1,0,2,64,0
20,80,1,2,1,7,58,0,0,1,1,1,2,0,1,2,65,0
17,73,1,2,1,6,62,0,1,0,1,0,3,0,1,0,64,2
12,72,1,1,0,6,88,2,1,2,1,2,3,0,0,2,65,2
22,63,1,1,1,7,99,0,1,1,1,1,4,0,0,1,65,3
20,96,0,1,1,5,92,1,1,1,1,1,3,0,1,2,70,0
23,88,0,2,0,8,84,2,1,1,1,2,3,1,2,2,71,2
17,65,1,1,1,5,96,0,1,1,2,2,3,0,1,1,65,2
27,63,2,1,0,5,64,1,0,2,2,2,4,0,2,2,67,1
15,99,0,2,1,7,50,2,0,0,1,2,2,0,0,1,68,4
30,87,2,2,1,6,66,0,1,1,1,1,4,0,0,2,73,1
10,77,1,2,0,8,99,1,1,1,2,1,4,1,0,2,64,0
23,88,2,2,0,7,94,0,0,0,1,2,1,0,0,2,71,3
23,90,1,2,0,5,53,1,1,1,2,2,2,0,0,2,70,2
15,91,0,2,0,8,75,1,1,1,1,1,1,0,0,2,68,4
23,79,2,1,1,7,54,1,1,0,1,1,4,0,1,1,68,2
28,77,0,2,1,7,89,1,1,0,1,2,3,1,0,0,68,3
7,60,1,2,1,10,69,0,1,0,1,2,3,0,1,1,59,0
23,97,1,1,1,9,96,1,1,1,2,1,4,0,1,2,74,2
5,84,1,1,1,7,53,0,0,0,2,2,3,0,2,1,62,1
14,68,2,0,1,5,87,2,1,1,1,2,3,0,0,0,64,2
30,97,2,2,0,5,70,1,1,2,1,2,2,0,2,2,76,0
17,97,2,1,1,9,63,1,1,0,1,2,2,0,0,2,70,2
13,100,2,1,0,6,76,1,0,0,0,2,5,0,2,2,69,0
19,95,1,1,1,7,74,2,0,0,2,2,2,0,0,2,69,0
32,100,0,2,1,5,67,1,0,1,1,2,3,0,0,0,74,4
9,70,2,1,0,8,82,0,0,2,2,0,2,0,0,2,62,2
14,94,1,1,0,9,83,2,1,0,2,2,3,0,2,1,70,2
29,93,0,1,1,9,54,1,0,0,2,2,3,0,0,2,71,4
31,69,1,0,1,6,80,0,1,1,1,0,2,0,1,2,68,4
19,64,2,0,1,8,86,0,1,2,1,1,3,0,2,2,66,3
13,99,0,1,0,7,54,2,1,2,1,0,3,0,0,0,67,3
33,72,2,1,0,8,83,0,1,0,2,1,4,0,0,2,71,3
30,95,1,1,1,7,90,1,1,1,1,1,1,0,0,1,74,3
24,60,0,1,1,6,92,0,1,1,1,2,2,0,1,2,65,3
15,61,2,0,1,9,52,1,1,1,1,1,3,0,0,1,60,1
20,79,2,2,1,7,85,0,1,1,1,1,2,0,1,1,69,2
19,70,1,1,1,6,90,0,1,0,1,2,3,0,0,1,65,2
22,88,1,0,1,7,70,1,1,0,1,2,2,0,0,2,69,3
29,83,1,0,1,6,77,2,1,1,1,1,4,0,0,2,70,1
25,63,2,0,1,8,63,1,1,1,2,2,1,1,2,2,65,0
14,67,0,0,1,7,66,0,1,0,1,1,4,0,0,0,57,0
28,76,1,1,1,6,75,0,1,1,2,2,2,0,0,2,68,0
22,67,2,2,0,10,58,1,1,2,0,1,3,0,2,2,67,2
24,92,1,1,0,5,69,1,1,1,1,0,4,0,0,2,70,2
29,77,1,1,1,8,65,1,1,1,1,1,3,0,0,2,68,1
13,64,2,2,1,7,62,1,1,0,1,1,1,0,1,1,62,1
20,79,2,1,1,5,74,1,1,0,1,1,5,0,0,0,67,1
17,64,2,2,1,6,92,1,1,1,1,2,1,0,2,2,66,0
11,65,1,0,1,5,62,1,1,1,2,1,2,0,1,0,60,2
22,70,2,0,0,10,83,0,1,1,1,2,2,0,1,1,65,0
35,94,2,1,1,7,63,1,1,0,2,2,2,0,1,2,75,1
9,97,0,1,1,7,57,1,1,1,2,1,5,0,0,0,67,4
20,93,1,2,0,10,97,1,1,0,1,1,2,0,2,1,71,1
24,73,0,0,1,6,82,1,1,1,1,0,2,1,0,2,63,0
21,71,2,1,1,9,55,0,1,2,2,2,1,0,2,1,67,2
19,82,2,1,0,8,82,0,1,0,1,0,4,0,2,2,68,2
12,89,2,0,1,4,59,0,1,0,2,0,4,0,0,2,65,2
21,100,0,2,0,6,94,1,0,2,1,2,3,0,1,1,72,1
15,65,1,1,0,8,62,1,1,1,1,1,4,0,0,1,61,1
7,62,0,2,0,7,90,1,1,1,0,1,5,0,1,1,60,1
27,88,2,2,1,7,60,1,1,0,1,2,2,0,0,2,72,2
26,93,1,1,1,6,78,1,1,1,1,1,3,0,2,0,72,2
20,94,0,1,1,6,96,1,1,1,1,0,3,0,1,2,70,2
21,87,0,1,0,7,65,2,1,1,1,0,3,1,1,2,67,2
26,98,1,1,0,10,54,1,1,0,2,1,1,0,2,2,71,0
21,80,1,0,1,6,78,1,1,1,1,0,2,0,2,2,66,0
25,97,2,2,0,6,59,0,1,0,2,2,2,0,0,2,72,0
18,99,1,1,1,7,86,1,0,2,1,1,4,0,0,1,70,1
28,94,1,0,1,5,80,1,1,2,1,0,2,0,0,1,71,2
22,72,0,0,1,8,67,2,1,1,1,0,4,0,1,0,64,2
21,68,1,1,1,5,85,1,0,2,1,2,2,0,1,1,66,3
12,82,2,0,0,5,62,0,1,1,1,2,4,0,0,2,64,2
22,78,1,1,1,5,96,1,1,0,1,1,3,0,0,1,67,0
15,95,0,0,0,5,67,2,1,1,1,2,3,0,0,1,67,3
16,64,2,0,0,9,88,1,1,1,2,2,3,0,0,2,64,1
15,70,0,1,0,8,63,0,1,1,1,2,4,0,0,1,61,0
14,90,2,2,1,8,86,1,1,1,1,0,2,0,0,2,99,4
33,64,1,1,0,8,52,0,0,2,1,2,4,0,0,2,67,3
28,73,1,2,1,7,65,2,1,2,2,2,3,0,2,2,72,3
32,75,0,0,0,7,55,1,1,1,1,1,4,0,0,1,66,1
13,85,0,2,1,9,73,2,1,1,2,2,2,0,2,1,68,3
20,66,2,0,0,9,72,0,1,1,2,2,1,0,1,2,64,1
12,94,2,2,0,5,68,2,1,2,1,1,2,0,0,2,69,1
16,78,1,2,0,10,99,0,1,0,1,2,4,0,0,0,65,0
14,97,0,2,0,5,62,1,0,1,1,1,4,1,2,0,66,1
27,79,2,2,1,6,90,0,1,1,2,2,4,0,0,2,73,3
18,71,1,1,1,7,72,0,1,0,1,1,4,0,0,2,63,0
26,66,1,1,1,7,67,2,1,1,1,0,4,0,0,1,66,3
24,60,1,1,1,10,60,0,1,0,2,1,2,0,2,2,65,3
34,81,1,1,1,9,82,0,1,1,2,0,2,0,0,2,71,1
11,64,1,0,1,8,67,2,0,1,1,1,2,1,1,2,58,1
28,76,1,1,0,9,91,1,1,0,2,1,3,0,0,1,68,0
27,84,1,1,0,8,98,1,1,0,1,1,4,0,0,1,69,0
14,71,2,0,1,6,61,0,1,0,1,2,3,0,2,2,63,0
26,67,1,1,1,8,56,1,1,1,1,0,5,0,1,2,66,1
22,91,1,1,1,7,66,1,0,2,2,0,3,0,1,2,69,0
19,98,1,0,1,6,73,1,1,0,1,0,3,0,1,2,69,3
15,64,2,1,0,9,65,1,1,1,1,1,2,0,0,2,63,2
16,66,0,2,1,7,99,1,1,0,1,2,3,0,1,2,65,1
32,98,0,2,0,5,89,1,1,2,0,2,3,0,1,2,76,2
20,62,2,1,1,6,98,2,1,2,2,1,3,0,2,2,67,0
25,99,0,1,0,8,69,1,0,0,2,2,3,0,2,1,70,1
15,60,1,0,0,9,65,1,1,1,2,0,5,0,1,1,60,1
15,95,2,0,0,8,70,1,1,2,2,1,3,1,0,2,68,2
26,72,1,1,1,8,76,1,1,1,1,0,3,0,2,2,68,1
12,98,0,2,1,6,87,1,1,0,1,1,3,0,2,2,70,2
18,73,1,2,1,7,94,2,1,2,1,1,3,0,2,1,68,1
20,86,2,2,0,7,73,1,1,0,0,1,3,1,0,2,69,3
21,63,1,1,1,7,64,1,1,0,1,0,3,0,0,2,62,0
19,70,2,0,0,7,66,1,1,2,0,1,4,0,1,1,64,1
22,91,2,1,0,6,85,0,1,1,1,2,2,0,0,1,71,2
24,81,1,1,1,8,78,1,1,0,1,2,2,0,0,2,68,1
24,97,2,1,0,5,74,2,1,1,0,1,5,0,0,2,72,0
14,77,1,1,1,5,60,0,1,2,2,0,3,0,2,0,64,1
18,95,1,2,1,6,94,1,1,0,2,1,3,0,0,0,73,6
27,78,1,2,0,8,89,0,1,0,1,1,3,0,2,2,69,0
25,99,0,1,0,8,57,1,1,1,0,2,3,0,2,1,70,1
12,98,1,2,0,4,68,1,1,0,2,1,2,0,0,2,69,3
22,73,1,0,0,8,77,1,1,2,1,1,3,0,0,0,64,1
8,95,1,1,0,7,73,0,1,1,1,1,2,0,1,2,66,2
20,94,1,1,1,6,70,2,1,1,1,1,2,0,0,1,69,1
31,68,2,1,0,7,86,0,1,0,1,2,3,0,0,1,68,1
14,85,1,0,1,5,53,1,1,1,1,1,3,0,0,2,65,4
15,63,2,0,1,7,74,1,1,0,1,0,2,0,0,1,62,4
25,93,2,2,1,5,63,1,1,2,1,2,2,0,2,2,75,2
11,67,1,1,1,6,54,0,1,0,1,2,3,0,0,2,60,0
16,63,1,2,1,6,73,1,1,1,1,1,4,0,1,2,63,0
24,76,1,0,1,8,59,1,1,1,1,2,4,0,1,0,66,2
16,83,2,1,1,7,63,1,1,1,1,1,3,0,2,2,67,0
19,94,0,1,1,8,75,1,1,1,1,0,3,0,1,1,68,1
24,99,1,1,1,5,99,1,1,0,1,2,3,0,0,1,72,0
23,78,0,1,0,7,84,2,1,0,1,1,3,0,1,2,66,0
22,62,1,1,1,8,64,1,1,0,1,1,3,0,2,2,63,0
18,90,1,2,1,9,69,1,1,2,2,2,3,0,1,1,71,1
22,83,0,1,1,5,70,2,1,0,1,2,3,0,1,0,67,2
19,78,1,1,1,6,58,1,1,0,1,1,3,0,2,2,66,1
23,72,2,1,0,8,58,1,0,0,2,2,2,0,1,2,66,2
17,80,2,2,0,9,57,1,1,0,1,2,2,0,1,2,68,4
19,74,1,1,0,7,76,2,1,2,1,1,3,0,1,2,66,1
14,90,2,1,1,5,84,1,1,0,1,0,3,0,2,2,68,0
20,82,2,1,1,5,80,1,1,0,1,1,1,1,1,2,68,3
15,95,0,1,1,7,99,0,1,2,2,1,2,0,0,2,68,0
13,82,1,2,0,8,56,0,1,0,2,1,3,0,2,2,66,2
22,70,2,0,0,7,99,1,1,0,2,2,2,0,0,1,66,1
21,94,1,2,0,5,73,0,1,1,2,1,3,0,2,0,70,0
25,82,2,1,1,9,61,0,1,2,1,0,2,0,0,2,68,1
17,68,1,1,1,6,97,2,1,2,0,0,3,0,0,1,65,2
22,85,0,2,1,8,73,2,1,1,1,2,3,0,1,2,70,1
23,74,1,1,0,4,67,1,1,2,1,0,5,0,0,0,66,3
23,94,1,2,1,9,61,1,0,1,1,0,1,1,2,1,68,0
15,78,1,1,1,6,63,2,1,1,1,1,2,1,1,1,64,1
21,89,1,1,0,9,99,1,1,1,1,0,3,0,0,2,69,0
22,64,1,1,0,8,65,0,1,1,1,1,4,0,2,2,65,2
20,76,1,2,1,5,99,0,0,1,2,0,3,0,2,2,69,3
7,99,0,2,1,7,67,0,0,2,2,1,4,0,0,2,66,1
21,92,2,0,0,9,62,1,1,1,0,2,2,0,0,2,68,1
33,66,1,1,1,6,59,1,1,2,1,2,2,0,2,2,70,3
18,71,2,1,0,9,71,1,1,1,2,2,3,0,0,1,65,1
16,73,2,1,1,8,62,1,1,2,2,1,2,0,0,2,65,0
22,86,1,0,0,9,85,1,1,1,1,0,3,0,2,2,68,1
22,90,0,1,0,7,62,0,1,1,1,2,3,0,1,2,67,0
27,90,2,2,0,7,92,1,1,0,1,1,3,0,0,2,72,0
12,80,2,2,1,10,92,2,1,2,2,2,3,0,2,1,70,1
24,92,0,2,1,8,64,2,1,2,2,1,3,0,1,2,72,1
24,77,2,2,1,7,88,0,1,2,1,0,5,0,1,2,71,1
19,65,0,1,0,8,93,0,1,1,2,1,4,0,1,2,64,1
22,83,0,2,1,6,80,1,1,1,1,2,5,0,0,1,69,2
26,98,1,1,1,7,68,1,1,0,1,2,1,0,0,2,73,4
25,92,0,2,1,9,72,1,1,0,1,0,5,0,2,0,70,1
13,83,2,1,0,7,89,1,1,0,1,1,4,0,2,2,68,1
25,86,2,1,0,6,65,1,1,1,2,2,5,0,0,1,71,2
20,97,1,2,0,6,67,0,1,0,2,2,3,0,2,2,71,1
20,77,0,2,1,7,58,2,1,2,1,1,3,0,0,2,66,0
20,73,1,2,0,6,70,0,1,2,2,1,4,0,0,2,68,3
19,99,1,2,1,5,54,0,1,1,1,1,2,0,2,2,70,0
27,95,1,1,0,5,66,0,1,1,1,1,4,0,0,2,72,3
19,73,0,2,1,9,69,2,1,0,0,2,4,0,2,2,66,1
13,79,1,2,1,7,63,0,0,2,1,1,2,0,0,2,65,3
18,77,1,2,1,7,55,2,0,2,1,1,3,1,0,2,66,3
21,66,2,1,1,6,76,0,1,0,1,1,1,0,0,1,65,3
27,98,2,0,1,6,93,0,1,0,1,1,4,0,0,1,72,0
24,76,1,1,1,6,67,1,1,2,1,0,3,0,1,2,68,2
15,95,1,1,1,7,62,2,1,2,1,0,3,0,1,2,68,0
35,68,0,2,1,5,64,1,1,2,0,2,4,1,0,2,67,0
22,82,1,1,1,9,93,0,1,0,1,1,2,0,0,2,68,2
28,61,2,1,0,7,76,2,1,1,2,2,4,0,0,1,67,1
19,91,1,2,0,7,57,0,1,2,2,0,3,0,0,1,69,3
23,83,0,0,0,8,85,1,1,0,1,1,2,1,0,2,65,2
25,85,1,1,0,8,58,1,1,1,2,1,4,0,1,2,70,2
27,62,2,1,0,6,53,0,1,1,1,2,2,0,0,1,64,1
26,68,1,1,0,8,63,1,1,0,2,2,3,0,0,2,66,2
25,63,0,1,0,8,58,1,1,2,1,2,1,0,1,2,64,1
18,72,2,2,1,7,80,2,1,2,2,0,2,1,0,1,66,1
17,85,1,1,1,9,74,1,1,1,1,1,2,0,0,2,67,1
22,83,1,0,1,8,86,1,1,1,0,0,4,0,0,2,68,3
26,84,1,1,0,8,76,1,1,1,2,1,2,0,0,1,71,5
19,82,2,0,0,9,71,1,1,0,2,1,3,0,1,2,67,1
26,71,2,1,1,7,76,1,1,0,1,2,2,0,2,1,69,3
29,70,1,0,1,7,72,0,1,1,1,2,4,0,1,2,67,1
15,65,0,2,1,8,52,1,1,0,1,1,3,1,0,1,61,4
15,94,1,1,0,7,84,1,1,1,2,2,2,0,0,1,68,0
19,85,0,0,1,8,98,1,1,1,0,1,4,0,0,2,67,2
22,67,0,1,1,6,71,0,1,1,2,1,4,0,1,1,64,1
17,67,1,1,1,4,71,1,1,1,2,0,2,0,0,1,63,3
28,95,0,1,0,8,52,2,1,2,2,0,4,0,1,2,72,3
23,90,2,1,0,5,95,0,1,0,1,0,2,0,0,1,69,2
20,86,0,2,0,6,96,1,1,2,0,1,2,1,0,0,66,1
11,76,1,1,1,8,91,0,1,2,2,1,3,1,1,2,64,1
12,70,0,1,1,8,55,1,1,1,2,0,4,0,0,2,61,2
22,99,1,2,1,9,95,1,1,0,0,0,4,1,0,2,71,2
7,92,0,1,1,4,51,1,1,2,1,2,1,0,0,2,63,0
26,72,1,0,0,7,72,0,1,1,0,1,4,0,0,2,65,2
19,94,2,0,1,7,75,1,1,2,1,0,5,0,1,2,71,2
39,90,2,2,0,8,92,2,1,1,2,1,1,0,0,2,78,2
34,72,1,2,1,9,88,0,1,2,1,2,3,0,2,2,73,1
19,77,0,1,0,5,90,0,1,0,2,1,3,0,1,2,65,1
19,67,0,1,1,7,93,2,1,1,1,2,4,0,2,2,66,0
26,64,2,0,1,8,74,0,1,1,2,1,2,0,0,2,66,3
30,89,1,1,0,6,89,1,1,2,1,1,3,0,2,1,74,3
10,71,1,0,0,10,53,0,1,2,1,2,3,0,0,2,62,4
9,93,2,0,1,6,72,0,1,1,1,2,2,0,1,2,66,1
16,100,2,2,0,7,52,1,1,0,1,0,4,0,0,2,71,4
23,63,2,1,1,5,96,1,1,2,1,1,2,0,0,2,67,2
